Date;Internal_Number;ISIN;SEDOL;RIC;Instrument_Name;Country;Segment;Size
6/18/2012;419707;TRACIMSA91F9;B03MQV5;CIMSA.IS;CIMSA;TR;Emerging;SMALL
6/18/2012;TW10I8;TW0003561007;B1YLN84;3561.TW;Solartech Energy;TW;Emerging;SMALL
6/18/2012;CN24PU;CNE000000461;6800787;900903.SS;DAZHONG TRSP.(GROUP) 'B';CN;Emerging;SMALL
6/18/2012;MY20L7;MYL7084OO006;B00G234;QRES.KL;QL RESOURCES;MY;Emerging;SMALL
6/18/2012;TW10D3;TW0002809001;6575159;2809.TW;Kings Town Bank;TW;Emerging;SMALL
6/18/2012;TW04F8;TW0002547007;6314006;2547.TW;RADIUM LIFE;TW;Emerging;SMALL
6/18/2012;KR10JV;KR7036830008;B0105T2;036830.KQ;SOULBRAIN;KR;Emerging;SMALL
6/18/2012;TH20BN;TH0483010003;6113300;BECL.BK;BANGKOK EXPRESSWAY;TH;Emerging;SMALL
6/18/2012;TW021S;TW0001904001;6190239;1904.TW;Cheng Loong;TW;Emerging;SMALL
6/18/2012;TW1DDG;TW0003264008;6743332;3264.TWO;ARDENTEC;TW;Emerging;SMALL
6/18/2012;TW03YQ;TW0002457009;6214140;2457.TW;Phihong Tech;TW;Emerging;SMALL
6/18/2012;BR20CG;BRVLIDACNOR5;B13NPP2;VLID3.SA;VALID SOLUCOES E SERVICOS ON;BR;Emerging;SMALL
6/18/2012;KR10BN;KR7081660003;B66CTX7;081660.KS;Fila Korea;KR;Emerging;SMALL
6/18/2012;TW03PH;TW0002417003;6055565;2417.TW;AVerMedia Tech;TW;Emerging;SMALL
6/18/2012;CN57P0;CNE000000TH1;6054175;900950.SS;JIANGSU FUTURE LAND 'B';CN;Emerging;SMALL
6/18/2012;MX00RA;MX01HO000007;B01RQ23;HOMEX.MX;DESARROLLADORA HOMEX;MX;Emerging;SMALL
6/18/2012;ZA212E;ZAE000096541;B1ZBDG1;TONJ.J;TONGAAT-HULETT;ZA;Emerging;SMALL
6/18/2012;BR10HK;BRRAPTACNPR4;B010V49;RAPT4.SA;RANDON S.A. - PREF;BR;Emerging;SMALL
6/18/2012;TW10ND;TW0002481009;6202996;2481.TW;Pan Jit;TW;Emerging;SMALL
6/18/2012;TW10A0;TW0001718005;6191005;1718.TW;China Manmade;TW;Emerging;SMALL
6/18/2012;EV068;RU000A0JNPM1;B59FS95;OGKA.MM;OGK-1;RU;Emerging;SMALL
6/18/2012;KR03BP;KR7007570005;B17MN40;007570.KS;Ilyang Pharmaceu;KR;Emerging;SMALL
6/18/2012;ID20QN;ID1000118300;B3T97L8;GIAA.JK;GARUDA INDO.(PERSERO);ID;Emerging;SMALL
6/18/2012;KR06GX;KR7082640004;B3D0VR1;082640.KS;Tong Yang Lf Ins;KR;Emerging;SMALL
6/18/2012;BR309E;BRIGTAACNOR5;B1NXMK6;IGTA3.SA;IGUATEMI EMPRESA SHOPPING CENTERS ON;BR;Emerging;SMALL
6/18/2012;KR01ZB;KR7002790004;6665931;002790.KS;AMOREG;KR;Emerging;SMALL
6/18/2012;ZA210C;ZAE000073441;B0N3K50;MURJ.J;MURRAY & ROBERTS;ZA;Emerging;SMALL
6/18/2012;ZA20S3;ZAE000097580;B0KS490;SUIJ.J;SUN INTERNATIONAL;ZA;Emerging;SMALL
6/18/2012;PH04KU;PHY594811127;6563648;MEG.PS;Megaworld Corp;PH;Emerging;SMALL
6/18/2012;BR1519;BRABCBACNPR4;B23DMP8;ABCB4.SA;BANCO ABC BRASIL PN;BR;Emerging;SMALL
6/18/2012;TW06NI;TW0003514006;B28TNP8;3514.TW;Gintech;TW;Emerging;SMALL
6/18/2012;BR04QW;BRRSIDACNOR8;B0WPDR0;RSID3.SA;Rossi;BR;Emerging;SMALL
6/18/2012;TW036Y;TW0002360005;6212100;2360.TW;Chroma Ate;TW;Emerging;SMALL
6/18/2012;CL00SP;CL0000001256;B0LD0L8;IAM.SN;Inversiones Aguas Metropolitan;CL;Emerging;SMALL
6/18/2012;TW04HA;TW0002601002;6339991;2601.TW;FSC;TW;Emerging;SMALL
6/18/2012;MY23K9;MYL7277OO006;B00MRS2;DIAL.KL;DIALOG GROUP;MY;Emerging;SMALL
6/18/2012;CN8CXG;KYG211411098;B4JMX94;;CHINA LILANG;CN;Emerging;SMALL
6/18/2012;KR01X9;KR7002550002;6162164;002550.KS;LIG Insurance;KR;Emerging;SMALL
6/18/2012;MY24A0;MYL1651OO008;6557867;MYRS.KL;MALAYSIAN RES.;MY;Emerging;SMALL
6/18/2012;TW07JF;TW0005534002;6511788;5534.TW;Chong Hong Const;TW;Emerging;SMALL
6/18/2012;B03MWH;TRANTHOL91Q6;B03MWH3;NTHOL.IS;NET HOLDING;TR;Emerging;SMALL
6/18/2012;TW0740;TW0004906003;6427692;4906.TW;Gemtek Tech;TW;Emerging;SMALL
6/18/2012;KR061I;KR7067250001;B130MM9;067250.KS;STX Ofsh & Spbd;KR;Emerging;SMALL
6/18/2012;ZA10FP;ZAE000067120;B09BYK1;AFXJ.J;AFRICAN OXYGEN;ZA;Emerging;SMALL
6/18/2012;TW0593;TW0002855004;6154622;2855.TW;President Sec;TW;Emerging;SMALL
6/18/2012;KR064L;KR7068870005;6540492;068870.KS;LG Life Sciences;KR;Emerging;SMALL
6/18/2012;KR06S9;KR7093370005;B1LCKX4;093370.KS;FOOSUNG;KR;Emerging;SMALL
6/18/2012;IN0B4K;INE049B01025;B00YYS7;WCKH.NS;Wockhardt;IN;Emerging;SMALL
6/18/2012;IN047G;INE061F01013;B1XC098;FOHE.NS;Fortis Healthcar;IN;Emerging;SMALL
6/18/2012;TW044X;TW0002495009;6510321;2495.TW;Infortrend;TW;Emerging;SMALL
6/18/2012;ID10MI;ID1000110000;B06JVX0;BNBR.JK;BAKRIE & BROTHERS;ID;Emerging;SMALL
6/18/2012;ZA20EP;ZAE000072328;B0LNLV5;GNDJ.J;GRINDROD;ZA;Emerging;SMALL
6/18/2012;430007;TRAECILC91E0;B03MRP6;ECILC.IS;ECZACIBASI IIAC SANAYI;TR;Emerging;SMALL
6/18/2012;KR03U8;KR7011790003;6018085;011790.KS;SKC;KR;Emerging;SMALL
6/18/2012;TW03UM;TW0002449006;6352493;2449.TW;King Yuan Elec;TW;Emerging;SMALL
6/18/2012;CN8CK3;KYG982771092;B2RJYH8;;XTEP INTERNATIONAL HDG.;CN;Emerging;SMALL
6/18/2012;TW01F5;TW0001503001;6804198;1503.TW;Shihlin Electric;TW;Emerging;SMALL
6/18/2012;IN04EN;INE538A01037;B0LWM42;GFLR.BO;Guj Fluorochem;IN;Emerging;SMALL
6/18/2012;TW045Y;TW0002499001;6440956;2499.TW;Unity Opto;TW;Emerging;SMALL
6/18/2012;TW1H29;TW0004105002;6397870;4105.TWO;TTY BIOPHARM;TW;Emerging;SMALL
6/18/2012;KR04FU;KR7020000006;6155227;020000.KS;HANDSOME;KR;Emerging;SMALL
6/18/2012;IN05W6;INE875A01025;B10SSR3;IVRC.NS;IVRCL Infra;IN;Emerging;SMALL
6/18/2012;CN8BVD;KYG2112D1051;B1YC2B3;;CHINA HISPD.TNSM.EQU.GP.;CN;Emerging;SMALL
6/18/2012;TW03VN;TW0002450004;6354187;2450.TW;Senao;TW;Emerging;SMALL
6/18/2012;KR06DU;KR7077970002;B011RD3;077970.KS;STX Engine;KR;Emerging;SMALL
6/18/2012;414933;PLBUDMX00013;4149330;BMEX.WA;BUDIMEX;PL;Emerging;SMALL
6/18/2012;CZ501H;BMG200452024;B0BK183;CETV.PR;CENTRAL EUR.MEDIA ENTER. 'A';CZ;Emerging;SMALL
6/18/2012;TW061W;TW0003049003;6545044;3049.TW;Sintek;TW;Emerging;SMALL
6/18/2012;KR02FS;KR7003920006;6621201;003920.KS;Namyang Dairy;KR;Emerging;SMALL
6/18/2012;TW04G9;TW0002548005;6275459;2548.TW;Huaku;TW;Emerging;SMALL
6/18/2012;CL0298;CLP763281068;2684349;PAR.SN;Parque Arauco;CL;Emerging;SMALL
6/18/2012;ZA303F;ZAE000161832;B4WQMV8;SPGJ.J;SUPER GROUP;ZA;Emerging;SMALL
6/18/2012;CN8AJ0;KYG269691088;B133G60;;DBA TELECOMMUNICATION ASIA HDG.;CN;Emerging;SMALL
6/18/2012;778920;TREULKR00015;B03MYX3;ULKER.IS;ULKER BISKUVI;TR;Emerging;SMALL
6/18/2012;ZA20GR;ZAE000005153;6211301;OMNJ.J;OMNIA;ZA;Emerging;SMALL
6/18/2012;TW02VM;TW0002332004;6254878;2332.TW;D Link Corp;TW;Emerging;SMALL
6/18/2012;BR12MR;BRCOCEACNPA3;B1YCJ34;COCE5.SA;CIA ENERGETICA DO CEARA SERIES A PN;BR;Emerging;SMALL
6/18/2012;ZA215H;ZAE000049433;6040958;AVIJ.J;AVI;ZA;Emerging;SMALL
6/18/2012;TW1HY5;TW0005820005;6439608;5820.TWO;JIH SUN FINL.HLDG.;TW;Emerging;SMALL
6/18/2012;TW043W;TW0002489002;6185826;2489.TW;Amtran;TW;Emerging;SMALL
6/18/2012;TW11RI;TW0006257009;6672964;6257.TW;Sigurd;TW;Emerging;SMALL
6/18/2012;KR02U7;KR7005300009;6535443;005300.KS;Lotte Chilsung;KR;Emerging;SMALL
6/18/2012;LU104K;LU0011857645;6896292;BATJ.J;BRAIT;ZA;Emerging;SMALL
6/18/2012;ZA20CN;ZAE000058236;B02TWL9;LEWJ.J;LEWIS GROUP;ZA;Emerging;SMALL
6/18/2012;CN87XB;BMG9880L1028;6398787;;YUEXIU TRANSPORT INFRASTRUCTURE;CN;Emerging;SMALL
6/18/2012;KR057N;KR7035760008;6199753;035760.KQ;CJ O Shopping;KR;Emerging;SMALL
6/18/2012;KR01LX;KR7001440007;6512479;001440.KS;Taihan Elec Wire;KR;Emerging;SMALL
6/18/2012;IN0AFU;INE685A01028;B0XPSB8;TORP.NS;Torrent Pharm;IN;Emerging;SMALL
6/18/2012;TW10QG;TW0003704003;6103367;3704.TW;Unizyx;TW;Emerging;SMALL
6/18/2012;TW1BNO;TW0001785004;B00LY33;1785.TWO;SOLAR APPD.MATS.TECH.;TW;Emerging;SMALL
6/18/2012;591913;PLBRSZW00011;B07DNZ7;BORY.WA;BORYSZEW;PL;Emerging;SMALL
6/18/2012;BR157F;BRBICBACNPR7;B284ZP7;BICB4.SA;BANCO INDUSTRIAL E COMERCIAL PN;BR;Emerging;SMALL
6/18/2012;CN8C7Q;KYG5264Y1089;B27WRM3;;KINGSOFT;CN;Emerging;SMALL
6/18/2012;TW03D5;TW0002376001;6129181;2376.TW;Gigabyte Tech;TW;Emerging;SMALL
6/18/2012;KR116J;KR7096530001;B679Q36;096530.KQ;Seegene;KR;Emerging;SMALL
6/18/2012;KR059P;KR7036490001;6199571;036490.KQ;OCI Materials;KR;Emerging;SMALL
6/18/2012;MY23E3;MYL3492OO005;6480112;KFCK.KL;KFC HOLDINGS (MALAYSIA);MY;Emerging;SMALL
6/18/2012;TW10TJ;TW0002905007;6580454;2905.TW;Mercuries Asst;TW;Emerging;SMALL
6/18/2012;ID011X;ID1000085707;6070706;BRPT.JK;BARITO PACIFIC;ID;Emerging;SMALL
6/18/2012;TW12SK;TW0006269004;6683416;6269.TW;Flexium Intercon;TW;Emerging;SMALL
6/18/2012;TW03ZR;TW0002458007;6241513;2458.TW;Elan Microeltr;TW;Emerging;SMALL
6/18/2012;ZA11NY;ZAE000027405;6305710;GRFJ.J;GROUP FIVE;ZA;Emerging;SMALL
6/18/2012;MY22G4;MYL5005OO003;B05MGY6;UNSM.KL;UNISEM (M);MY;Emerging;SMALL
6/18/2012;TW0380;TW0002363009;6039020;2363.TW;SIS;TW;Emerging;SMALL
6/18/2012;ID201Y;ID1000053705;6254511;MEDC.JK;MEDCO ENERGI INTL.;ID;Emerging;SMALL
6/18/2012;MY201N;MYL5878OO003;6493585;KPJH.KL;KPJ HEALTHCARE;MY;Emerging;SMALL
6/18/2012;TW1B89;TW0005009005;6131272;5009.TWO;GLORIA MATERIAL TECH.;TW;Emerging;SMALL
6/18/2012;KR06Q7;KR7091690008;B1ZPFV2;091690.KQ;Digitech Systems;KR;Emerging;SMALL
6/18/2012;KR01KW;KR7001430008;6494500;001430.KS;SeAH Besteel;KR;Emerging;SMALL
6/18/2012;TW055Z;TW0002845005;6328450;2845.TW;Far Eastern Bk;TW;Emerging;SMALL
6/18/2012;KR10IU;KR7010690006;6334275;010690.KS;Hwashin;KR;Emerging;SMALL
6/18/2012;TW0492;TW0002515004;6084666;2515.TW;BES;TW;Emerging;SMALL
6/18/2012;KR05M2;KR7046890000;6439493;046890.KQ;Seoul Semicon;KR;Emerging;SMALL
6/18/2012;MY20YK;MYL5053OO003;6655040;OSKH.KL;OSK HOLDINGS;MY;Emerging;SMALL
6/18/2012;TW02NE;TW0002312006;6161031;2312.TW;Kinpo Electronic;TW;Emerging;SMALL
6/18/2012;KR06CT;KR7073240004;B064SH8;073240.KS;Kumho Tire;KR;Emerging;SMALL
6/18/2012;487560;TRATATKS91A5;B03MXX6;TATKS.IS;TAT KONSERVE;TR;Emerging;SMALL
6/18/2012;KR034I;KR7006350003;6471796;006350.KS;Jeonbuk Bank;KR;Emerging;SMALL
6/18/2012;ID00YT;ID1000062201;6462422;INKP.JK;INDAH KIAT PULP & PAPER;ID;Emerging;SMALL
6/18/2012;CN8CFY;HK0285041858;B29SHS5;;BYD ELECTRONIC (INTL.);CN;Emerging;SMALL
6/18/2012;BR20AE;BREZTCACNOR0;B1YW5V4;EZTC3.SA;EZ TEC EMPE.E PARTP.ON;BR;Emerging;SMALL
6/18/2012;HK15OV;HK0133000726;6189204;0133.HK;CHINA MERCHANTS CHINA DIRECT INVESTMENTS;CN;Emerging;SMALL
6/18/2012;CN8BZH;KYG650071098;B1Z69H9;;NEW WLD.DEPT.STORE CHINA;CN;Emerging;SMALL
6/18/2012;PH04MW;PHY731961264;6744722;RLC.PS;ROBINSONS LD.;PH;Emerging;SMALL
6/18/2012;HK00PQ;KYG886801060;B1528Y7;3382.HK;TIANJIN PORT DEV.HDG.;CN;Emerging;SMALL
6/18/2012;ZA20FQ;ZAE000001731;6176239;CPLJ.J;CAPITAL PROPERTY FD.;ZA;Emerging;SMALL
6/18/2012;TW017X;TW0001313005;6918657;1313.TW;UPC Tech;TW;Emerging;SMALL
6/18/2012;KR10R3;KR7051370005;6582955;051370.KQ;Interflex Co Ltd;KR;Emerging;SMALL
6/18/2012;IN12NV;INE522D01027;6570400;MNFL.BO;Manappuram Finance;IN;Emerging;SMALL
6/18/2012;ZA21GS;ZAE000123436;B3BX6X3;AIPJ.J;ADCOCK INGRAM HOLDINGS;ZA;Emerging;SMALL
6/18/2012;TW02D4;TW0002104007;6191265;2104.TW;China Synthetic;TW;Emerging;SMALL
6/18/2012;BR156E;BRHBORACNOR3;B28RS68;HBOR3.SA;HELBOR EMPREENDIMENTOS ON;BR;Emerging;SMALL
6/18/2012;TW117Y;TW0003036000;6290991;3036.TW;WT Microelectron;TW;Emerging;SMALL
6/18/2012;CN0OYL;CNE1000003Z1;B1JXKZ1;2006.HK;SHANGHAI JIN JIANG CAPITAL COMPANY 'H';CN;Emerging;SMALL
6/18/2012;TW05SM;TW0003017000;6544892;3017.TW;AVC;TW;Emerging;SMALL
6/18/2012;ZA20OZ;ZAE000156550;B41LJ57;MNDJ.J;MONDI;ZA;Emerging;SMALL
6/18/2012;IN11RY;INE093A01033;B07LTC0;HEXT.NS;Hexaware Tech;IN;Emerging;SMALL
6/18/2012;KR104G;KR7057050007;B691DP1;057050.KS;HD Home Shopping;KR;Emerging;SMALL
6/18/2012;IN01GM;INE434A01013;6580368;ADBK.NS;ANDHRA BANK;IN;Emerging;SMALL
6/18/2012;KR05UA;KR7056190002;6430140;056190.KQ;SFA Engineering;KR;Emerging;SMALL
6/18/2012;TW1DIL;TW0006261001;6744379;6261.TWO;YOUNGTEK ELTN.;TW;Emerging;SMALL
6/18/2012;ID20TQ;ID1000099500;B03CPL8;RALS.JK;RAMAYANA LESTARI SENTOSA;ID;Emerging;SMALL
6/18/2012;CN24X2;CNE000000FD9;6800152;900920.SS;SHANGHAI DIESEL ENN.'B';CN;Emerging;SMALL
6/18/2012;KR033H;KR7006280002;6771708;006280.KS;Green Cross;KR;Emerging;SMALL
6/18/2012;CN8DO8;KYG2161M1050;B5W8385;1900.HK;CHINA ITS (HOLDINGS);CN;Emerging;SMALL
6/18/2012;TW06PK;TW0003519005;B1CDRR9;3519.TW;Green Energy;TW;Emerging;SMALL
6/18/2012;CN1F7M;CNE1000001X0;6045180;0995.HK;ANHUI EXPRESSWAY 'H';CN;Emerging;SMALL
6/18/2012;MX00N6;MX01UR000007;B0126X9;URBI.MX;Urbi Desarrollos Urbanos SAB d;MX;Emerging;SMALL
6/18/2012;HK20DG;KYG888311134;B236JB2;0826.HK;TIANGONG INTERNATIONAL;CN;Emerging;SMALL
6/18/2012;KR02CP;KR7003570009;B11NWF3;003570.KS;S&T Dynamics;KR;Emerging;SMALL
6/18/2012;KR04DS;KR7018880005;B00LR01;018880.KS;Halla Climate;KR;Emerging;SMALL
6/18/2012;KR01NZ;KR7001500008;6806150;001500.KS;Hmc Invest Sec;KR;Emerging;SMALL
6/18/2012;TW08TQ;TW0009939009;6335212;9939.TW;Taiwan Hon Chuan;TW;Emerging;SMALL
6/18/2012;TW12B3;TW0004526009;6291905;4526.TW;TONG-TAI MACH;TW;Emerging;SMALL
6/18/2012;TW02SJ;TW0002327004;6984380;2327.TW;Yageo;TW;Emerging;SMALL
6/18/2012;IN0A8N;INE152A01029;B10SSP1;THMX.NS;Thermax;IN;Emerging;SMALL
6/18/2012;CN24NS;CNE000000ST8;6036957;200726.SZ;LU THAI TEX.JOINT STK. 'B';CN;Emerging;SMALL
6/18/2012;MX016Q;MXP001661018;2639349;ASURB.MX;GRUPO AERO. DEL SURESTE;MX;Emerging;SMALL
6/18/2012;CN8C2L;KYG444031069;B2471B8;;HIDILI IND.INTL.DEV.;CN;Emerging;SMALL
6/18/2012;KR01V7;KR7002350007;6984959;002350.KS;Nexen Tire;KR;Emerging;SMALL
6/18/2012;ZA20NY;ZAE000079711;B12W5L6;JSEJ.J;JSE;ZA;Emerging;SMALL
6/18/2012;BR704D;BRMGLUACNOR2;B4975P9;MGLU3.SA;MAGAZINE LUIZA ON;BR;Emerging;SMALL
6/18/2012;MY249Z;MYL4634OO001;6965909;PSHL.KL;POS MALAYSIA;MY;Emerging;SMALL
6/18/2012;ID00UP;ID1000118409;6535670;LSIP.JK;Perusahaan Perkebunan London S;ID;Emerging;SMALL
6/18/2012;IN10RX;INE939A01011;6690535;STAR.NS;Strides Arco;IN;Emerging;SMALL
6/18/2012;TW1HW3;TW0001565000;6673172;1565.TWO;ST SHINE OPTICAL;TW;Emerging;SMALL
6/18/2012;TW05UO;TW0003026001;6206835;3026.TW;Holystone;TW;Emerging;SMALL
6/18/2012;ZA10W6;ZAE000128179;B09RFM8;CMPJ.J;CIPLA MEDPRO;ZA;Emerging;SMALL
6/18/2012;430508;TRAECZYT91Q5;B03MRR8;ECZYT.IS;ECZACIBASI YATIRIM;TR;Emerging;SMALL
6/18/2012;MX00P8;MX01AZ060013;2096911;AZTECACPO.MX;TV AZTECA;MX;Emerging;SMALL
6/18/2012;KR036K;KR7006380000;6211646;006380.KS;Capro Corp;KR;Emerging;SMALL
6/18/2012;TW11B2;TW0001477008;6580432;1477.TW;Makalot;TW;Emerging;SMALL
6/18/2012;MX01XH;MXP4948K1056;2392545;GRUMAB.MX;GRUMA;MX;Emerging;SMALL
6/18/2012;CN1G4K;CNE100000X69;B4YX1N2;1798.HK;CHINA DATANG CORP.RNP. 'H';CN;Emerging;SMALL
6/18/2012;B03MN3;TRAAFYON91F6;B03MN36;AFYON.IS;AFYON CIMENTO;TR;Emerging;SMALL
6/18/2012;CN0P8W;CNE1000004M7;6684594;2698.HK;WEIQIAO TEXTILE 'H';CN;Emerging;SMALL
6/18/2012;KR11JW;KR7041510009;6243081;041510.KQ;S.M. Entertain;KR;Emerging;SMALL
6/18/2012;ZA201C;ZAE000029757;6342836;ARLJ.J;ASTRAL FOODS;ZA;Emerging;SMALL
6/18/2012;TW046Z;TW0002501004;6179733;2501.TW;Cathay Red;TW;Emerging;SMALL
6/18/2012;TW12G8;TW0002383007;6316121;2383.TW;Elite Matl;TW;Emerging;SMALL
6/18/2012;KR02BO;KR7003540002;6251200;003540.KS;DAISHIN SECUR;KR;Emerging;SMALL
6/18/2012;CN0OL8;CNE1000004B0;B1XCJB3;0811.HK;XINHUA WINSHARE PUBLISHING AND MEDIA 'H';CN;Emerging;SMALL
6/18/2012;TW0762;TW0005203004;6292470;5203.TW;CYBERLINK;TW;Emerging;SMALL
6/18/2012;IN08KX;INE877F01012;B00L819;PTCI.NS;PTC India;IN;Emerging;SMALL
6/18/2012;KR05FV;KR7039130000;6311632;039130.KS;Hana Tour Servic;KR;Emerging;SMALL
6/18/2012;MX00SB;MXP371491046;B0MT4R9;ICA.MX;Empresas ICA SAB de CV;MX;Emerging;SMALL
6/18/2012;TW04MF;TW0002608007;6871772;2608.TW;T JOIN Trans;TW;Emerging;SMALL
6/18/2012;TW07SO;TW0006116007;6381828;6116.TW;Hannstar Dis;TW;Emerging;SMALL
6/18/2012;PH04Q0;PHY7027H1583;6685694;PNB.PS;PHILIPPINE NAT.BK.;PH;Emerging;SMALL
6/18/2012;TW02I9;TW0002206000;6787084;2206.TW;Sanyang Industry;TW;Emerging;SMALL
6/18/2012;TW042V;TW0002485000;6199731;2485.TW;Zinwell Corp;TW;Emerging;SMALL
6/18/2012;ZA11T4;ZAE000015251;6116406;ALTJ.J;ALLIED TECHNOLOGIES;ZA;Emerging;SMALL
6/18/2012;TW01B1;TW0001419000;6811693;1419.TW;Shinkong Textile;TW;Emerging;SMALL
6/18/2012;TW05QK;TW0003010005;6290355;3010.TW;WAH LEE INDUS;TW;Emerging;SMALL
6/18/2012;TW06E9;TW0003311007;6740117;3311.TW;Silitech Tech;TW;Emerging;SMALL
6/18/2012;KR04N2;KR7026960005;6605993;026960.KQ;Dong suh;KR;Emerging;SMALL
6/18/2012;MX10WG;MX01AX040009;B0T0DH8;AXTELCPO.MX;AXTEL CPO;MX;Emerging;SMALL
6/18/2012;KR18M6;KR7082740002;B5WJFC6;082740.KS;DOOSAN ENGINE;KR;Emerging;SMALL
6/18/2012;IN06Y9;INE180A01020;B1TJG95;MAXI.NS;Max India;IN;Emerging;SMALL
6/18/2012;MX10RB;MXP0598H1110;2176976;AUTLANB.MX;MINERA AUTLAN;MX;Emerging;SMALL
6/18/2012;TW062X;TW0003059002;6580841;3059.TW;Altek;TW;Emerging;SMALL
6/18/2012;IN10FL;INE008I01026;B42PBH4;COKI.NS;Cox & Kings;IN;Emerging;SMALL
6/18/2012;CN0Q5U;CNE1000007G2;B24FHB4;3833.HK;XINJIANG XINXIN MINING INDUSTRY 'H';CN;Emerging;SMALL
6/18/2012;KR06VC;KR7095720009;B1WSJ45;095720.KS;WNGJIN THINKBIG;KR;Emerging;SMALL
6/18/2012;TW207Z;KYG202881093;B58J1S8;5871.TW;CHAILEASE HOLDING;TW;Emerging;SMALL
6/18/2012;IN0B5L;INE191B01025;B07PYG1;WGSR.NS;Welspun;IN;Emerging;SMALL
6/18/2012;TW07EA;TW0005471007;6311580;5471.TW;Sonix Tech;TW;Emerging;SMALL
6/18/2012;CN0O7U;CNE100000320;6002895;0038.HK;FIRST TRACTOR 'H';CN;Emerging;SMALL
6/18/2012;TW14HB;TW0001733004;6299341;1733.TW;Apex Biotech;TW;Emerging;SMALL
6/18/2012;BR14QX;BRDAYCACNPR2;B1Z2WS9;DAYC4.SA;BANCO DAYCOVAL PN;BR;Emerging;SMALL
6/18/2012;CN8D1L;KYG211321081;B41PH55;;CHIN.VNM.TITANO-MGT.MNG.;CN;Emerging;SMALL
6/18/2012;BR14OV;BRVIVRACNOR4;B1XLN52;VIVR3.SA;VIVER INCORPORADORA E CONSTRUTORA ON;BR;Emerging;SMALL
6/18/2012;PL101C;PLGPW0000017;B55XKV9;GPW.WA;WARSAW STOCK EXCHANGE;PL;Emerging;SMALL
6/18/2012;BR3016;BRALSCACNOR0;B23FNB7;ALSC3.SA;ALIANSCE SHOPPING CENTERS ON;BR;Emerging;SMALL
6/18/2012;TW06TO;TW0003573002;B2497S3;3573.TW;ENTIRE TECH;TW;Emerging;SMALL
6/18/2012;KR05HX;KR7041960006;6419008;041960.KQ;KOMIPHARM INT;KR;Emerging;SMALL
6/18/2012;CN8AFW;BMG3285Q1134;6208110;0858.HK;EXTRAWELL PHARM.HOLDINGS;CN;Emerging;SMALL
6/18/2012;TW135Y;TW0002473006;6182515;2473.TW;Springsoft;TW;Emerging;SMALL
6/18/2012;IN02CJ;INE376G01013;6741251;BION.NS;Biocon;IN;Emerging;SMALL
6/18/2012;ID20C9;ID1000099708;B03N5Z5;UNSP.JK;BAKRIE SUMATERA PLTNS.;ID;Emerging;SMALL
6/18/2012;446208;TRAIHLAS91D5;B03MTP0;IHLAS.IS;IHLAS HOLDING;TR;Emerging;SMALL
6/18/2012;IN08S5;INE891D01026;B1R3S15;REDI.BO;Redington India;IN;Emerging;SMALL
6/18/2012;KR10V7;KR7114120009;B3LPDL6;114120.KQ;Crucialtec;KR;Emerging;SMALL
6/18/2012;KR06R8;KR7093050003;B1GKF27;093050.KS;LG Fashion;KR;Emerging;SMALL
6/18/2012;MY220O;MYL3417OO002;6468754;ENOB.KL;EASTERN & ORIENTAL;MY;Emerging;SMALL
6/18/2012;KR02IV;KR7004150009;6192945;004150.KS;Hansol Paper;KR;Emerging;SMALL
6/18/2012;IN01U0;INE406A01037;6702634;ARBN.NS;Aurobindo Pharm;IN;Emerging;SMALL
6/18/2012;BR15PX;BRCLSCACNPR3;B7N39N0;CLSC4.SA;CENTRAIS ELET DE SANTA CATARINA SA PN;BR;Emerging;SMALL
6/18/2012;CN2528;CNE000000DX2;6826415;900917.SS;SHAI.HAIXIN GROUP 'B';CN;Emerging;SMALL
6/18/2012;CN0OSF;CNE1000003C0;6422761;1133.HK;HARBIN ELECTRIC 'H';CN;Emerging;SMALL
6/18/2012;KR02GT;KR7004000006;6496432;004000.KS;Samsung F Chem;KR;Emerging;SMALL
6/18/2012;ID10PL;ID1000104201;B19HL05;BKSL.JK;SENTUL CITY;ID;Emerging;SMALL
6/18/2012;401203;RU0009071187;B5B8KK7;AVAZ.MM;AVTOVAZ;RU;Emerging;SMALL
6/18/2012;CN8E3O;KYG611571061;B4QPR27;;MIE HOLDINGS;CN;Emerging;SMALL
6/18/2012;PH04NX;PHY569991086;B0684C7;MWC.PS;MANILA WATER;PH;Emerging;SMALL
6/18/2012;CN24DI;CNE0000014P1;6286202;200152.SZ;SHANDONG AIRL.'B';CN;Emerging;SMALL
6/18/2012;B03MVN;TRAKONYA91F6;B03MVN2;KONYA.IS;KONYA CIMENTO;TR;Emerging;SMALL
6/18/2012;KR11AN;KR7002270007;6535454;002270.KS;Lotte Samkang;KR;Emerging;SMALL
6/18/2012;MY20F1;MYL7164OO006;B02JY46;KNMP.KL;KNM GROUP;MY;Emerging;SMALL
6/18/2012;KR077P;KR7114090004;B4347P0;114090.KS;GKL;KR;Emerging;SMALL
6/18/2012;CN0OI5;CNE1000004J3;6321954;0696.HK;TRAVELSKY TECHNOLOGY 'H';CN;Emerging;SMALL
6/18/2012;KR079R;KR7117930008;B4W5613;117930.KS;Hanjin Shipping;KR;Emerging;SMALL
6/18/2012;ID20NK;ID1000115702;B3Z3L12;BJBR.JK;BANK PMBGN.DJB.DAN BAT.;ID;Emerging;SMALL
6/18/2012;IN03W4;INE548C01032;6741035;EMAM.NS;Emami;IN;Emerging;SMALL
