Date,Internal_Number,Instrument_Name,ENTITY_QID,Country,Free_Float_MCAP_USD_Cutoff_Company,Full_MCAP_USD_Cutoff_Company,Weight_Cutoff,CumWeight_Cutoff,Size,Case,Shadow_Company
2019-03-18,CN808F,ZHESHANG SECURITIES 'A',E004YQZYA,CN,75155071.91818385,5010337947.506758,0.00004143864851185997,0.8566704512219302,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,HK00RS,BRILLIANCE CHINA AUTV. HDG.,E004YRCWI,CN,4631901865.250232,4934905034.359932,0.0025539161687515187,0.8592243673906818,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,CN13OR,SHAI.YUYUAN TOUR.MART 'A',E004YQ6NY,CN,73921351.07267152,4928095446.420867,0.000040758405340319996,0.8592651257960221,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN8BDV,AGILE GROUP HDG.,E004YRAJL,CN,1829322274.515535,4895162629.155834,0.001008643073764719,0.8602737688697868,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN0RKA,Gezhouba 'A',E004YN57J,CN,73243322.59370713,4882891581.172132,0.00004038455720068382,0.8603141534269875,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN0NRD,Fj Sunner Deve 'A',E004YN9BR,CN,73215705.48757502,4881044510.632005,0.000040369329811171516,0.8603545227567987,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN91PY,CHINA LITERATURE,E004YU873,CN,1512306695.0017254,4878408693.553953,0.0008338485211554504,0.8611883712779541,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN1AFP,STO EXPRESS 'A',E004YML3L,CN,73149619.50755215,4876642012.493211,0.00004033289163570532,0.8612287041695899,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN0CJU,Guoyuan Sec 'A',E004YNFRI,CN,72859016.96013789,4857270381.41037,0.000040172660575956485,0.8612688768301658,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN85JV,SHENNAN CIRCUITS 'A',E004YPRE1,CN,72741106.95014797,4849408786.8912,0.00004010764791167055,0.8613089844780775,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN0KUD,AVIC JONHON OPTRONIC TECH 'A',E004YMSI7,CN,72740301.42335008,4849356729.01882,0.00004010720376411014,0.8613490916818416,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN887M,NINE DRAGONS PAPER HDG.,E004YQB48,CN,1744437427.90256,4847005912.482801,0.0009618396680463731,0.862310931349888,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN50IM,SPRING AIRLINES 'A',E004YMO6I,CN,72612162.72312239,4840807348.304447,0.000040036551252922576,0.862350967901141,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN1ECQ,JINKE PROPERTY GROUP 'A',E004YMSIB,CN,72284620.25682455,4818974491.029325,0.00003985595243520872,0.8623908238535761,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN07CI,TIANMA MICROELS.'A',E004YNGXH,CN,72276674.46645725,4818445735.381801,0.00003985157132285295,0.8624306754248989,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN8108,BANK OF CHENGDU 'A',E004YPY87,CN,28766074.62195286,4792076961.48806,0.000015860902330353937,0.8624465363272292,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN0OUH,China Communictn 'H',E004YRAKG,CN,4771654307.457345,4771654307.457345,0.0026309722101268635,0.8650775085373561,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,CN54AI,ZHEJIANG HUAYOU COB.'A',E004YO0LE,CN,15239639.55333105,4743061179.579177,8.402760462865441e-6,0.865085911297819,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN8B8Q,ALIBABA PICTURES GROUP,E004YPYM9,CN,2401122063.2080245,4708082476.878479,0.0013239193399970043,0.866409830637816,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,CN0UPI,Xinhu Zhongbao 'A',E004YNTYU,CN,70608912.0419181,4707264356.779129,0.00003893200835593835,0.8664487626461719,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN1145,Tianjin Tasly 'A',E004YNUT2,CN,70450535.09275766,4696698312.881157,0.000038844683221903683,0.8664876073293938,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN60EJ,BEIJING NEW BLDG.MATS PUBLIC A,E004YO6RN,CN,140696020.67392933,4689865503.300771,0.0000775763072127898,0.8665651836366066,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN0I3K,SANHUA INTELLIGENT 'A',E004YMHYG,CN,70115109.74806195,4674341622.133854,0.00003865973797993856,0.8666038433745865,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN0RI8,Yutong Bus 'A',E004YOLMF,CN,69932951.46185558,4662196280.809358,0.000038559300404629653,0.8666424026749912,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN08BI,DONGXU 'A',E004YMJTH,CN,69710276.95604664,4647352803.996217,0.000038436523187560206,0.8666808391981787,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN07Z5,Zoomlion 'A',E004YQGCY,CN,682855270.4856286,4646401037.893548,0.0003765095131427669,0.8670573487113215,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN08LS,XZ Construction 'A',E004YN7JO,CN,69242843.4371978,4616189317.82182,0.00003817879190215441,0.8670955275032236,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN1CEQ,YANAN BICON PHARMACEUTICAL 'A',E004YML3G,CN,46040667.88252229,4604066788.252229,0.00002538568595492904,0.8671209131891785,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN0U0T,Youngor Group 'A',E004YR85G,CN,68456068.77557765,4563734495.5709715,0.000037744983806056684,0.8671586581729845,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN1B7I,NAVINFO A 'A',E004YOU17,CN,68213603.86173241,4547579484.445172,0.000037611294647296656,0.8671962694676318,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN16Z5,Zhongtian Tech 'A',E004YOU0W,CN,68028727.35837772,4535246729.371034,0.00003750935831425773,0.8672337788259461,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN1088,CN Chemical 'A',E004YML5W,CN,67950598.1550473,4530036391.895156,0.00003746627980321797,0.8672712451057493,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN1055,Zhongjin Gold 'A',E004YOY27,CN,67281476.09644324,4485431249.355732,0.000037097342443564974,0.8673083424481929,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN19EN,Ganfeng Lithium 'A',E004YRGOH,CN,67196964.42577603,4479799644.2949095,0.00003705074479783668,0.8673453931929908,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN08KR,Dong-E E-Jiao 'A',E004YN6RT,CN,67112163.47569014,4474148705.8613825,0.0000370039876505891,0.8673823971806414,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN86HU,51JOB SPN.ADR 1:1,E004YPMVI,CN,1609583844.6815221,4471066235.22645,0.0008874847363959201,0.8682698819170372,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN02JK,Dongbao Medic 'A',E004YOTUN,CN,67020922.871210806,4468062798.145284,0.00003695367983712383,0.8683068355968744,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN0S2T,TBEA 'A',E004YPTWA,CN,66888477.1885803,4459230621.957443,0.00003688065256232574,0.8683437162494367,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN71W3,BANK OF GUIYANG 'A',E004YNCPI,CN,66882924.61259944,4458862216.033189,0.00003687759100921251,0.868380593840446,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN178F,Glodon 'A',E004YONC3,CN,66873684.75608601,4458244746.868132,0.00003687249638077843,0.8684174663368267,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN0SJA,Sinolink Sec 'A',E004YQ23G,CN,66763944.207779974,4450929231.072083,0.00003681198815568215,0.8684542783249823,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN52GM,DAWNING INFO.IND.'A',E004YRMFZ,CN,66762659.2479585,4450847528.345313,0.000036811279660606105,0.8684910896046429,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,HK11JM,FAR EAST HORIZON,E004YOKXN,CN,2688709316.1297235,4408442885.931667,0.0014824878409131783,0.8699735774455561,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,CN72DL,CHINA FILM 'A',E004YQCHZ,CN,65968788.16080418,4397917521.9199505,0.00003637355877092179,0.8700099510043271,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN0GAP,Zhongnan Cons 'A',E004YP1HB,CN,65832360.1543154,4388821049.296425,0.00003629833574120775,0.8700462493400684,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN0E0D,SHANXI TAIGANG STL. 'A',E004YO1R1,CN,65557132.35905501,4370473014.002293,0.00003614658193966917,0.870082395922008,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,HK00WX,SHENZHEN INTL.HDG.,E004YRDNI,CN,2002849306.184963,4353073910.421567,0.0011043215887222174,0.8711867175107302,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN0Y96,CHINA AVIONICS SYSTEMS 'A',E004YQLND,CN,53668331.54760633,4343855244.646405,0.000029591391112502402,0.8712163089018427,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN0O4R,SHENZHEN HEPALINK PHARM. 'A',E004YOU1W,CN,63498188.68449884,4338789797.369241,0.00003501133130311157,0.8712513202331458,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN10GG,Jointown Pharm 'A',E004YPHER,CN,65081755.105985865,4338785409.246554,0.000035884470675616216,0.8712872047038214,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN06BG,MAANSHAN IRON & STL. 'A',E004YRCWJ,CN,878259627.3365653,4333368156.663556,0.00048425064430750034,0.8717714553481288,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN53JQ,WUHU SHUNRONG SANQI INTACT A,E004YRE9W,CN,129948555.56609394,4331621262.229931,0.0000716504206740622,0.8718431057688029,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN0MZK,Oriental Yuhong 'A',E004YQRF3,CN,64702350.91494473,4313489931.591618,0.00003567527658511497,0.871878781045388,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN0M7S,GoerTek 'A',E004YPML0,CN,64648013.749533296,4309866152.426658,0.00003564531641554629,0.8719144263618035,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN1IN5,LOMON BILLIONS GP.'A',E004YPOVX,CN,64596832.973192364,4306458066.614473,0.00003561709660087211,0.8719500434584043,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN0ITA,Gold Mantis 'A',E004YN6SN,CN,64222937.51792842,4281525594.2151995,0.00003541093989107971,0.8719854543982954,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN4036,HUBEI JUMPCAN PHARMA 'A',E004YOU0M,CN,63644496.90372474,4242967204.181898,0.00003509200203784919,0.8720205464003333,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN85MY,HUAXI SECURITIES 'A',E004YP0B5,CN,63601337.74547348,4240091879.7300005,0.000035068205145062115,0.8720556146054784,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN0P6U,AVICHINA IND.& TECH.'H',E004YQKEL,CN,1860994273.5163496,4233380967.9625783,0.001026106230951123,0.8730817208364295,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN52KQ,SHANGHAI M&G STNERY.'A',E004YTYFV,CN,63260373.77813888,4217358406.5123997,0.000034880206043511535,0.873116601042473,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN8FVH,3SBIO,E004YP7I5,CN,2434510686.4978323,4206134565.476559,0.0013423290013743156,0.8744589300438473,Standard,Above - Companies in between Upper and Lower GMSR,
2019-03-18,CN0GR6,GUANGZHOU YUEXIU FIN 'A',E004YMHYA,CN,63056093.09538928,4203741256.2202983,0.00003476757072570572,0.8744936976145731,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CN0GM1,Inspur Elec Info 'A',E004YNYWL,CN,62717354.39306057,4181154333.7724495,0.00003458079858026165,0.8745282784131533,Standard,Above - Companies in between Upper and Lower GMSR,true
2019-03-18,CO0022,Ecopetrol SA,E004YRDVZ,CO,4795201937.615524,41661181039.23132,0.1776016018659844,0.1776016018659844,Standard,Inside,
2019-03-18,CO0055,BanColombia SA,E004YRB6N,CO,8668236713.232483,11406107768.950542,0.32104857014408805,0.49865017201007245,Standard,Inside,
2019-03-18,CO0033,Grupo de Inversiones Surameric,E004YQP2T,CO,4073162455.24344,6543159746.768871,0.15085916841936817,0.6495093404294406,Standard,Inside,
2019-03-18,CO0167,GRUPO ENERGIA BOGOTA S.A.,E004YMHNU,CO,2087538990.1493063,6082572815.120357,0.0773169250078708,0.7268262654373114,Standard,Inside,
2019-03-18,CO0044,Interconexion Electrica SA,E004YQUU1,CO,1932132068.8193336,5028974671.575569,0.07156106351791884,0.7983873289552302,Standard,Inside,
2019-03-18,CO0066,Cementos Argos SA,E004YOJ0R,CO,1277715923.1557443,3040732801.4177637,0.04732321967549427,0.8457105486307245,Standard,Inside,true
2019-03-18,CO1023,GRUPO AVAL ACCIONES Y VALORES PREF.,E004YM3WY,CO,1627941561.954509,2713235936.590848,0.06029465138460981,0.9060052000153342,Standard,Inside,
2019-03-18,562403,CEZ,E004YR9OS,CZ,3945866760.3279605,13057136864.089876,0.40079729345880544,0.40079729345880544,Standard,Below,
2019-03-18,451944,KOMERCNI BANKA,E004YR9QP,CZ,3168705050.051777,7991689911.858201,0.32185790473179693,0.7226551981906024,Standard,Below,
2019-03-18,CZ502I,O2 CZECH REPUBLIC,E004YOWDN,CZ,641183960.0676901,3385342978.1821027,0.0651275908218882,0.7877827890124907,Standard,Below,true
2019-03-18,EG2040,ELSWEDY ELECTRIC,E004YRWO1,EG,720037256.665,2227838046.612005,0.15618643389025658,0.15618643389025658,Standard,Below,true
2019-03-18,EG2051,EASTERN TOBACCO,E004YSFIP,EG,840445816.1258252,2154989272.1175,0.18230478170902625,0.33849121559928286,Standard,Below,true
2019-03-18,505160,OTE,E004YP6K6,GR,3111598432.3452225,6223196864.690445,0.16467924021318778,0.16467924021318778,Standard,Below,
2019-03-18,710725,OPAP,E004YN1BP,GR,2190369159.0,3269207700.0,0.11592380467252388,0.28060304488571164,Standard,Below,
2019-03-18,547565,HELLENIC PETROLEUM,E004YPK5G,GR,533044784.6859933,2798135352.6823797,0.028211034312525505,0.30881407919823717,Standard,Below,true
2019-03-18,599623,MOTOR OIL (HELLAS),E004YN28R,GR,1578444190.7029212,2699579597.5764,0.08353809005102297,0.39235216924926014,Standard,Below,
2019-03-18,724353,JUMBO,E004YOJAI,GR,1712972485.3190403,2231013916.8,0.09065790895640172,0.4830100782056619,Standard,Below,
2019-03-18,423586,ALPHA BANK,E004YNFGV,GR,1939701682.905533,2179685001.579428,0.1026573982235781,0.58566747642924,Standard,Below,
2019-03-18,732015,OTP BANK,E004YNORS,HU,9894763525.3424,11850016198.01485,0.524959032891754,0.524959032891754,Standard,Inside,
2019-03-18,474249,MOL Hungarian Oil and Gas,E004YN1ZD,HU,5537648125.690596,9570771043.364319,0.2937956422214521,0.8187546751132062,Standard,Inside,
2019-03-18,404238,RICHTER GEDEON,E004YP326,HU,2699415865.316902,3611258682.698196,0.14321542282440566,0.9619700979376119,Standard,Inside,
2019-03-18,ID0072,Bank Central Asia Tbk PT,E004YOZGI,ID,21496846120.362522,48307519371.60117,0.1668182144231475,0.1668182144231475,Standard,Inside,
2019-03-18,ID0050,Bank Rakyat Indonesia,E004YNWAO,ID,14593717805.052923,33742700127.29,0.11324907534822921,0.28006728977137674,Standard,Inside,
2019-03-18,ID20LI,HM SAMPOERNA,E004YM1QA,ID,2349074994.0,31320999919.999996,0.0182291157433534,0.29829640551473013,Standard,Inside,
2019-03-18,ID003Y,Telekomunikasi Indonesia Tbk P,E004YRDUM,ID,13017139215.566227,27169983751.964573,0.10101462831709887,0.399311033831829,Standard,Inside,
2019-03-18,ID00D8,Unilever Indonesia Tbk PT,E004YMDDC,ID,3961003470.9162226,26389097074.725,0.03073788232201342,0.4300489161538424,Standard,Inside,
2019-03-18,ID004Z,Bank Mandiri Tbk PT,E004YQ1L1,ID,9306184598.942053,23625754249.66249,0.072217156377055,0.5022660725308974,Standard,Inside,
2019-03-18,ID002X,Astra International Tbk PT,E004YRAAZ,ID,10261059377.867046,20567366963.052807,0.07962710408408538,0.5818931766149827,Standard,Inside,
2019-03-18,ID00FA,Gudang Garam Tbk PT,E004YPCSC,ID,2854668598.1675854,11675536188.824478,0.02215258534437122,0.604045761959354,Standard,Inside,
2019-03-18,ID00B6,BNI Tbk PT,E004YOBHZ,ID,4593145827.97397,11660690093.866388,0.03564338607243218,0.6396891480317862,Standard,Inside,
2019-03-18,ID00RM,Charoen Pokphand Indonesia Tbk,E004YOR1O,ID,3782464879.2067614,8505655226.459999,0.029352400521202474,0.6690415485529887,Standard,Inside,
2019-03-18,ID20OL,INDOFOOD CBP SUKSES MKM.,E004YS8BA,ID,1649654179.764108,8472800101.51057,0.012801522750970394,0.681843071303959,Standard,Inside,
2019-03-18,ID1264,CHANDRA ASRI PETROCH.,E004YR7DB,ID,938964703.2725406,7222805409.7887745,0.007286483530154433,0.6891295548341135,Standard,Inside,true
2019-03-18,ID0094,United Tractors Tbk PT,E004YN0O9,ID,2844588798.4220767,7023676045.486609,0.022074364837703694,0.7112039196718172,Standard,Inside,
2019-03-18,ID00A5,SEMEN INDONESIA PERSERO TBK PT,E004YM2DQ,ID,2611908728.032961,5331514039.667199,0.020268738391068925,0.7314726580628861,Standard,Inside,
2019-03-18,ID00C7,Indocement Tunggal Prakarsa Tb,E004YMXSW,ID,2464050555.7357335,5028674603.542314,0.01912134048198078,0.7505939985448669,Standard,Inside,
2019-03-18,ID00MH,Kalbe Farma Tbk PT,E004YNCJB,ID,2142638890.3844316,4979407135.450688,0.0166271457611149,0.7672211443059818,Standard,Inside,
2019-03-18,ID00ID,Indofood Sukses Makmur Tbk PT,E004YOI0D,ID,2203929279.712236,4414038212.922564,0.01710276684765554,0.7843239111536373,Standard,Inside,
2019-03-18,ID0061,Perusahaan Gas Negara PT,E004YNBO0,ID,1883040444.4377394,4375093969.418539,0.014612629353574049,0.7989365405072114,Standard,Inside,
2019-03-18,ID00YT,INDAH KIAT PULP & PAPER,E004YM1PW,ID,2014353579.8951387,4285858680.627955,0.01563163570756003,0.8145681762147714,Standard,Inside,
2019-03-18,ID011X,BARITO PACIFIC,E004YPP91,ID,1023984212.0825318,3792534118.8241916,0.007946245551587959,0.8225144217663594,Standard,Inside,true
2019-03-18,ID00HC,BUKIT ASAM TBK PT,E004YSI3T,ID,862399264.6040117,3258025177.9524436,0.006692326150337193,0.8292067479166966,Standard,Inside,true
2019-03-18,ID0083,Adaro Energy Tbk PT,E004YN8YU,ID,1485977778.75892,2977314724.021078,0.011531373408782516,0.8407381213254791,Standard,Inside,
2019-03-18,ID20SP,BANK PAN INDONESIA,E004YPP7G,ID,396607829.45725685,2781261076.1378465,0.0030777263588275643,0.8438158476843066,Standard,Inside,true
2019-03-18,ID00PK,Jasa Marga PT,E004YPW59,ID,808371212.0755193,2694570706.918398,0.006273061705632171,0.8500889093899388,Standard,Inside,true
2019-03-18,IN0027,Reliance Industries Ltd,E004YRC5O,IN,53769946586.154976,109734586759.82631,0.10661426626699658,0.10661426626699658,Standard,Inside,
2019-03-18,IN005A,Tata Consultancy Services Ltd,E004YMZRW,IN,25633951552.945698,106808136410.48338,0.05082662546376304,0.15744089173075962,Standard,Inside,
2019-03-18,IN006B,Infosys Ltd,E004YPW44,IN,42050708905.752525,44849305573.54152,0.0833775326298767,0.24081842436063633,Standard,Inside,
2019-03-18,IN00EJ,Housing Development Finance Co,E004YR9AK,IN,43818557719.82214,43818557719.82214,0.08688279748784,0.32770122184847633,Standard,Inside,
2019-03-18,IN0049,State Bank of India,E004YQINN,IN,6769402978.927663,33847015141.721523,0.013422273546573047,0.3411234953950494,Standard,Inside,
2019-03-18,IN06Q1,Kotak Mah Bk,E004YRBID,IN,9203302144.069172,32492831043.388214,0.018248173331383923,0.3593716687264333,Standard,Inside,
2019-03-18,IN00BG,ICICI Bank Ltd,E004YON2P,IN,15457435176.54846,31545784704.600327,0.0306487771394162,0.3900204458658495,Standard,Inside,
2019-03-18,IN0038,Oil & Natural Gas Corp Ltd,E004YNZO8,IN,4668844774.722641,26847871044.983555,0.00925731735987484,0.39927776322572434,Standard,Inside,
2019-03-18,IN00MR,AXIS BANK,E004YQZEG,IN,18951735521.264942,25610453990.617832,0.03757722492523538,0.4368549881509597,Standard,Inside,
2019-03-18,IN00AF,Larsen & Toubro Ltd,E004YQWG7,IN,6122766049.186421,25511526667.60429,0.012140131268543387,0.4489951194195031,Standard,Inside,
2019-03-18,IN00GL,Wipro Ltd,E004YR97X,IN,5648208118.72776,23534200651.593666,0.011199184721833186,0.4601943041413363,Standard,Inside,
2019-03-18,IN10V1,BAJAJ FINANCE,E004YR9NP,IN,6460140409.953846,21533802624.086895,0.012809072233044503,0.4730033763743808,Standard,Inside,
2019-03-18,IN050A,HCL Technologies,E004YNSW2,IN,8377116345.207122,20618056473.55925,0.01661002417301057,0.48961340054739133,Standard,Inside,
2019-03-18,IN036E,Coal India,E004YM79V,IN,3489540994.9729195,19928846344.79109,0.006919011016526411,0.49653241156391775,Standard,Inside,
2019-03-18,IN00DI,Indian Oil Corp Ltd,E004YMAIH,IN,4486152169.408105,19771494796.86252,0.008895077125233608,0.5054274886891513,Standard,Inside,
2019-03-18,IN01Y4,Asian Paints,E004YMGKE,IN,5684496169.444261,18948320307.748653,0.011271136139809772,0.5166986248289611,Standard,Inside,
2019-03-18,IN009E,Bharti Airtel Ltd,E004YR16P,IN,5868273758.922683,17869286720.227413,0.01163552766523495,0.528334152494196,Standard,Inside,
2019-03-18,IN00PU,NTPC Ltd,E004YRDV2,IN,3939675129.7346015,16415312055.642117,0.0078115304171631796,0.5361456829113592,Standard,Inside,
2019-03-18,IN00TY,Hindustan Zinc Ltd,E004YQ522,IN,885632884.2200453,15986153144.766161,0.001756019972639441,0.5379017028839986,Standard,Inside,true
2019-03-18,IN1017,SUN PHARMA INDUSTRIES,E004YR9MZ,IN,6681499317.675539,15024734242.580479,0.013247979448445918,0.5511496823324445,Standard,Inside,
2019-03-18,IN0AR6,UltraTech Cement,E004YQWFV,IN,5841861621.268892,14696507223.317966,0.011583158063714334,0.5627328403961589,Standard,Inside,
2019-03-18,IN02EL,Bajaj Finserv,E004YNFVW,IN,3472361900.72631,14468175269.980911,0.006884948558880127,0.569617788955039,Standard,Inside,
2019-03-18,IN00UZ,Power Grid Corp of India Ltd,E004YRDVD,IN,4028167645.264899,13427225351.734371,0.00798699208696913,0.5776047810420082,Standard,Inside,
2019-03-18,IN0ACR,Titan Co Ltd,E004YMYX8,IN,4486384198.418811,12818241170.466928,0.008895537188973663,0.5865003182309818,Standard,Inside,
2019-03-18,IN70EQ,AVENUE SUPERMARTS,E004YN46V,IN,2709110415.528934,12772797810.131699,0.005371584640224754,0.5918719028712066,Standard,Inside,
2019-03-18,IN00SX,Bajaj Auto Ltd,E004YO4KQ,IN,2828115141.5142593,11783812851.020536,0.005607545476133364,0.59747944834734,Standard,Inside,
2019-03-18,IN0A6L,Tech Mahindra,E004YRCPJ,IN,4892927528.206563,11469161334.00877,0.009701625376947113,0.6071810737242871,Standard,Inside,
2019-03-18,IN03EM,Dabur India,E004YNC77,IN,3266760741.993879,10889202827.21202,0.006477285578468194,0.6136583593027553,Standard,Inside,
2019-03-18,IN00KP,GAIL India Ltd,E004YRBWY,IN,2591332479.20987,10797217763.606314,0.005138056264983048,0.6187964155677383,Standard,Inside,
2019-03-18,IN06W7,Mahindra,E004YR7AZ,IN,5282099110.884404,10779793420.098825,0.010473269117985295,0.6292696846857236,Standard,Inside,
2019-03-18,IN02MT,Bharat Petroleum,E004YRBIB,IN,3220698764.082702,10296351547.57897,0.006385954560128086,0.6356556392458518,Standard,Inside,
2019-03-18,IN04QZ,Godrej Cp,E004YMI43,IN,3859448463.6910186,9648621046.097464,0.007652458153225199,0.643308097399077,Standard,Inside,
2019-03-18,IN06CN,Jsw Steel,E004YRAP9,IN,3237671159.4238405,9549779558.112051,0.006419607178197727,0.6497277045772747,Standard,Inside,
2019-03-18,IN07AM,ADANI PORTS SEZ,E004YO0YX,IN,3887483894.1009507,9468712263.297964,0.007708046395959366,0.657435750973234,Standard,Inside,
2019-03-18,IN09FT,Vedanta,E004YOPMN,IN,3023824373.7291903,8853188487.266771,0.005995594888844603,0.6634313458620786,Standard,Inside,
2019-03-18,IN088L,Pidilite Inds,E004YN3CR,IN,1974292291.395117,8226217174.729345,0.003914597975402778,0.6673459438374814,Standard,Inside,
2019-03-18,IN09GU,Shree Cement Ltd,E004YNNVD,IN,1102308147.783512,8065943593.680625,0.002185640526679106,0.6695315843641605,Standard,Inside,true
2019-03-18,IN827M,BANDHAN BANK,E004YQYWT,IN,1424244163.2894475,8032962003.888592,0.0028239705652461046,0.6723555549294066,Standard,Inside,true
2019-03-18,IN00QV,Tata Steel Ltd,E004YPW13,IN,1883931847.0562248,7849715464.221424,0.0037354326035846236,0.6760909875329912,Standard,Inside,
2019-03-18,IN00OT,Tata Motors Ltd,E004YNKZH,IN,2705272504.681069,7845700040.212584,0.0053639748865422264,0.6814549624195335,Standard,Inside,
2019-03-18,IN309H,BHARTI INFRATEL,E004YQHMO,IN,3249857245.549117,7632356142.670543,0.006443769572125924,0.6878987319916594,Standard,Inside,
2019-03-18,IN03RZ,Eicher Motors,E004YNQ9P,IN,3737974338.2101374,7628519015.537012,0.007411601027994134,0.6953103330196535,Standard,Inside,
2019-03-18,IN0B8O,Yes Bank,E004YNO17,IN,4498142661.475597,7496904616.717959,0.008918851698115276,0.7042291847177687,Standard,Inside,
2019-03-18,IN057H,HERO METOCORP,E004YPEL5,IN,3625204833.4892116,7398377389.367477,0.007188003297915491,0.7114171880156842,Standard,Inside,
2019-03-18,IN04T2,GRASIM INDUSTRIES,E004YNXXN,IN,3520620104.9853787,7184938617.322323,0.006980634222807647,0.7183978222384919,Standard,Inside,
2019-03-18,IN079L,Motherson Sumi,E004YRDZU,IN,352011825.04421204,7183769146.634242,0.000697963915293499,0.7190957861537854,Standard,Inside,true
2019-03-18,IN032A,Cipla Ltd,E004YPELI,IN,2142540020.804133,6305779637.300121,0.004248197120666744,0.7233439832744522,Standard,Inside,
2019-03-18,IN0B9P,Zee Entrtainment,E004YQHSN,IN,3789491977.602268,6300069788.199947,0.007513749452389519,0.7308577327268416,Standard,Inside,
2019-03-18,IN05AK,Havells India,E004YM9BP,IN,2181462904.5056233,6283648700.32871,0.0043253728470770535,0.7351831055739186,Standard,Inside,
2019-03-18,IN0AT8,UPL Ltd,E004YRBIF,IN,4634352209.432883,6262637833.112427,0.009188926004228954,0.7443720315781476,Standard,Inside,
2019-03-18,IN04Y7,Hindalco,E004YQWG5,IN,2474263050.7260904,6185657265.572843,0.004905932708748969,0.7492779642868965,Standard,Inside,
